Date Time,Open,High,Low,Close,Volume,Adj Close
2020-01-02 14:45:00,-13.0,-12.5,-13.25,-12.75,1289,-12.75
2020-01-02 15:00:00,-12.75,-12.5,-12.75,-12.5,362,-12.5
2020-01-02 15:15:00,-12.5,-12.5,-12.75,-12.5,343,-12.5
2020-01-02 15:30:00,-12.75,-12.5,-12.75,-12.5,145,-12.5
2020-01-02 15:45:00,-12.5,-12.5,-12.75,-12.5,121,-12.5
2020-01-02 16:00:00,-12.5,-12.5,-12.75,-12.5,90,-12.5
2020-01-02 16:15:00,-12.75,-12.5,-13.0,-12.5,1583,-12.5
2020-01-02 16:30:00,-12.75,-12.5,-13.0,-12.75,499,-12.75
2020-01-02 16:45:00,-12.75,-12.75,-13.0,-12.75,204,-12.75
2020-01-02 17:00:00,-13.0,-12.75,-13.0,-12.75,156,-12.75
2020-01-02 17:15:00,-12.75,-12.75,-13.0,-12.75,72,-12.75
2020-01-02 17:30:00,-12.75,-12.75,-13.0,-13.0,117,-13.0
2020-01-02 17:45:00,-12.75,-12.75,-13.0,-13.0,116,-13.0
2020-01-02 18:00:00,-12.75,-12.75,-13.0,-12.75,123,-12.75
2020-01-02 18:15:00,-12.75,-12.75,-13.0,-13.0,78,-13.0
2020-01-02 18:30:00,-12.75,-12.75,-13.25,-13.0,1125,-13.0
2020-01-02 18:45:00,-13.0,-12.75,-13.0,-13.0,512,-13.0
2020-01-02 19:00:00,-13.0,-12.75,-13.25,-12.75,149,-12.75
2020-01-02 19:15:00,-12.75,-12.5,-13.25,-13.25,2657,-13.25
2020-01-02 19:30:00,-13.25,-13.0,-13.25,-13.25,264,-13.25
2020-01-03 01:15:00,-13.0,-13.0,-13.25,-13.0,92,-13.0
2020-01-03 01:30:00,-13.0,-13.0,-13.0,-13.0,2,-13.0
2020-01-03 02:15:00,-13.0,-13.0,-13.0,-13.0,5,-13.0
2020-01-03 02:30:00,-13.0,-13.0,-13.25,-13.25,19,-13.25
2020-01-03 03:00:00,-13.25,-13.25,-13.25,-13.25,30,-13.25
2020-01-03 03:30:00,-13.25,-13.25,-13.25,-13.25,10,-13.25
2020-01-03 04:30:00,-13.25,-13.25,-13.25,-13.25,1,-13.25
2020-01-03 04:45:00,-13.25,-13.25,-13.25,-13.25,1,-13.25
2020-01-03 06:00:00,-13.0,-13.0,-13.25,-13.25,2,-13.25
2020-01-03 06:15:00,-13.25,-13.25,-13.25,-13.25,184,-13.25
2020-01-03 06:30:00,-13.25,-13.25,-13.25,-13.25,2,-13.25
2020-01-03 07:15:00,-13.25,-13.25,-13.5,-13.5,5,-13.5
2020-01-03 07:30:00,-13.25,-13.25,-13.25,-13.25,2,-13.25
2020-01-03 07:45:00,-13.5,-13.5,-13.5,-13.5,3,-13.5
2020-01-03 08:00:00,-13.25,-13.25,-13.5,-13.25,36,-13.25
2020-01-03 08:15:00,-13.25,-13.25,-13.25,-13.25,111,-13.25
2020-01-03 08:30:00,-13.25,-13.25,-13.5,-13.5,11,-13.5
2020-01-03 08:45:00,-13.25,-13.25,-13.25,-13.25,3,-13.25
2020-01-03 09:15:00,-13.25,-13.25,-13.25,-13.25,1,-13.25
2020-01-03 10:15:00,-13.5,-13.25,-13.5,-13.25,5,-13.25
2020-01-03 10:45:00,-13.5,-13.5,-13.5,-13.5,2,-13.5
2020-01-03 11:00:00,-13.5,-13.5,-13.5,-13.5,2,-13.5
2020-01-03 11:15:00,-13.5,-13.25,-13.5,-13.25,3,-13.25
2020-01-03 11:30:00,-13.5,-13.5,-13.5,-13.5,2,-13.5
2020-01-03 11:45:00,-13.5,-13.5,-13.5,-13.5,1,-13.5
2020-01-03 12:00:00,-13.5,-13.5,-13.5,-13.5,2,-13.5
2020-01-03 12:15:00,-13.5,-13.25,-13.5,-13.5,15,-13.5
2020-01-03 12:30:00,-13.5,-13.5,-13.5,-13.5,1,-13.5
2020-01-03 12:45:00,-13.5,-13.5,-13.5,-13.5,5,-13.5
2020-01-03 13:00:00,-13.25,-13.25,-13.5,-13.5,11,-13.5
2020-01-03 13:15:00,-13.5,-13.5,-13.5,-13.5,5,-13.5
2020-01-03 13:30:00,-13.25,-13.25,-13.25,-13.25,20,-13.25
2020-01-03 13:45:00,-13.5,-13.5,-13.5,-13.5,9,-13.5
2020-01-03 14:45:00,-13.25,-13.25,-13.5,-13.5,810,-13.5
2020-01-03 15:00:00,-13.5,-13.25,-13.5,-13.25,563,-13.25
2020-01-03 15:15:00,-13.25,-13.25,-13.5,-13.5,2249,-13.5
2020-01-03 15:30:00,-13.5,-13.5,-13.75,-13.5,1157,-13.5
2020-01-03 15:45:00,-13.75,-13.5,-13.75,-13.5,203,-13.5
2020-01-03 16:00:00,-13.75,-13.5,-13.75,-13.75,213,-13.75
2020-01-03 16:15:00,-13.5,-13.5,-13.75,-13.5,933,-13.5
2020-01-03 16:30:00,-13.5,-13.5,-13.75,-13.5,249,-13.5
2020-01-03 16:45:00,-13.5,-13.5,-13.75,-13.5,1145,-13.5
2020-01-03 17:00:00,-13.5,-13.5,-13.75,-13.75,231,-13.75
2020-01-03 17:15:00,-13.5,-13.5,-13.75,-13.75,246,-13.75
2020-01-03 17:30:00,-13.75,-13.5,-13.75,-13.75,211,-13.75
2020-01-03 17:45:00,-13.5,-13.5,-13.75,-13.75,850,-13.75
2020-01-03 18:00:00,-13.75,-13.5,-13.75,-13.75,231,-13.75
2020-01-03 18:15:00,-13.75,-13.5,-13.75,-13.75,152,-13.75
2020-01-03 18:30:00,-13.75,-13.5,-13.75,-13.75,114,-13.75
2020-01-03 18:45:00,-13.75,-13.5,-13.75,-13.75,132,-13.75
2020-01-03 19:00:00,-13.75,-13.5,-13.75,-13.75,96,-13.75
2020-01-03 19:15:00,-13.75,-13.5,-14.0,-14.0,2207,-14.0
2020-01-03 19:30:00,-13.75,-13.5,-13.75,-13.5,269,-13.5
2020-01-06 01:15:00,-13.75,-13.5,-13.75,-13.75,223,-13.75
2020-01-06 01:30:00,-13.75,-13.5,-13.75,-13.5,42,-13.5
